1	1.0004	0
2	1.00003	9.89523e-05
3	0.999755	5.80129e-05
4	0.999705	4.5032e-05
5	0.999919	3.60577e-05
6	0.999858	4.16629e-05
7	0.999809	4.55075e-05
8	0.99978	4.04239e-05
9	0.999803	3.78326e-05
10	0.99985	3.46623e-05
11	0.999897	3.13756e-05
12	0.999852	2.97474e-05
13	0.999858	2.90621e-05
14	0.999869	3.3931e-05
15	0.999863	3.2916e-05
16	0.999839	3.0864e-05
17	0.999838	2.9358e-05
18	0.999833	3.108e-05
19	0.999813	3.04533e-05
20	0.999844	3.11297e-05
21	0.999855	3.0067e-05
22	0.999837	2.89817e-05
23	0.999827	2.9872e-05
24	0.999802	2.86806e-05
25	0.999785	2.78072e-05
26	0.999831	2.6732e-05
27	0.999846	2.5984e-05
28	0.999833	2.51174e-05
29	0.999858	2.44404e-05
30	0.999869	2.55582e-05
31	0.999875	2.4917e-05
32	0.999883	2.48235e-05
33	0.999876	2.42828e-05
34	0.999871	2.38813e-05
35	0.999891	2.3427e-05
36	0.999909	2.35987e-05
37	0.999915	2.30728e-05
38	0.999904	2.32635e-05
39	0.999915	2.26658e-05
40	0.999922	2.2129e-05
41	0.999936	2.15889e-05
42	0.999925	2.1069e-05
43	0.999945	2.24183e-05
44	0.999953	2.19572e-05
45	0.99995	2.15975e-05
46	0.999957	2.11517e-05
47	0.99997	2.14247e-05
48	0.999979	2.10521e-05
49	0.999976	2.06262e-05
50	0.999968	2.02186e-05
51	0.999968	2.01299e-05
52	0.999987	1.99043e-05
53	0.999994	1.96631e-05
54	0.99999	2.06553e-05
55	0.999991	2.02763e-05
56	1.00001	2.00014e-05
57	1.00001	2.15708e-05
58	1	2.13738e-05
59	1.00001	2.11614e-05
60	1	2.08148e-05
61	1.00001	2.04973e-05
62	1.00002	2.01713e-05
63	1.00001	1.98741e-05
64	1.00001	1.99955e-05
65	1.00002	1.97174e-05
66	1.00002	1.9479e-05
67	1.00002	1.9255e-05
68	1.00003	1.90294e-05
69	1.00002	1.87646e-05
70	1.00002	1.84982e-05
71	1.00002	1.82789e-05
72	1.00001	1.82944e-05
73	1.00002	1.80482e-05
74	1.00002	1.78193e-05
75	1.00002	1.80005e-05
76	1.00002	1.83939e-05
77	1.00001	1.85103e-05
78	1	1.84939e-05
79	1	1.82708e-05
80	0.999997	1.81746e-05
81	0.999996	1.81373e-05
82	0.999993	1.79743e-05
83	0.999993	1.78336e-05
84	0.999988	1.76789e-05
85	0.999983	1.75051e-05
86	0.999984	1.73007e-05
87	0.999981	1.71248e-05
88	0.999986	1.69801e-05
89	0.999989	1.67906e-05
90	0.999987	1.67051e-05
91	0.999985	1.67975e-05
92	0.999985	1.67539e-05
93	0.999994	1.67187e-05
94	0.999992	1.65667e-05
95	0.999998	1.68603e-05
96	0.999992	1.66974e-05
97	0.999998	1.65253e-05
98	0.999998	1.63672e-05
99	0.999988	1.62578e-05
100	0.999986	1.60986e-05
