1 1.6 1.6 0
2 1.59984 1.59992 5.6096e-05
3 1.59937 1.59974 0.00015564
4 1.59857 1.59945 0.000277445
5 1.59746 1.59905 0.000418086
6 1.59604 1.59855 0.000575311
7 1.5943 1.59794 0.000747517
8 1.59224 1.59723 0.000933484
9 1.58987 1.59641 0.00113224
10 1.58719 1.59549 0.001343
11 1.58419 1.59446 0.00156504
12 1.58088 1.59333 0.00179771
13 1.57727 1.5921 0.00204043
14 1.57334 1.59076 0.00229266
15 1.56911 1.58931 0.00255401
16 1.56457 1.58777 0.0028241
17 1.55972 1.58612 0.00310257
18 1.55457 1.58436 0.00338916
19 1.54912 1.58251 0.00368366
20 1.54336 1.58055 0.00398583
21 1.53729 1.57849 0.00429546
22 1.53092 1.57633 0.00461239
23 1.52425 1.57406 0.00493642
24 1.51728 1.5717 0.00526737
25 1.51 1.56923 0.00560511
26 1.50242 1.56666 0.00594948
27 1.49454 1.56399 0.00630033
28 1.48636 1.56122 0.00665751
29 1.47788 1.55834 0.00702087
30 1.4691 1.55537 0.00739027
31 1.46002 1.55229 0.00776553
32 1.45066 1.54912 0.00814653
33 1.441 1.54584 0.00853311
34 1.43105 1.54246 0.00892512
35 1.42081 1.53899 0.0093224
36 1.41029 1.53541 0.00972479
37 1.39948 1.53174 0.0101321
38 1.3884 1.52797 0.0105443
39 1.37704 1.5241 0.0109611
40 1.36541 1.52013 0.0113824
41 1.35351 1.51607 0.011808
42 1.34134 1.51191 0.0122378
43 1.32892 1.50765 0.0126715
44 1.31624 1.5033 0.013109
45 1.30331 1.49886 0.0135501
46 1.29014 1.49432 0.0139946
47 1.27674 1.48969 0.0144422
48 1.2631 1.48497 0.0148929
49 1.24924 1.48016 0.0153463
50 1.23516 1.47526 0.0158023
51 1.22088 1.47027 0.0162605
52 1.2064 1.4652 0.0167209
53 1.19172 1.46004 0.0171831
54 1.17687 1.45479 0.0176469
55 1.16185 1.44947 0.018112
56 1.14666 1.44406 0.0185782
57 1.13133 1.43857 0.0190452
58 1.11586 1.43301 0.0195126
59 1.10026 1.42737 0.0199804
60 1.08455 1.42165 0.020448
61 1.06873 1.41587 0.0209153
62 1.05283 1.41001 0.0213819
63 1.03685 1.40409 0.0218475
64 1.02081 1.3981 0.0223119
65 1.00473 1.39205 0.0227746
66 0.988612 1.38594 0.0232353
67 0.97248 1.37977 0.0236939
68 0.956347 1.37354 0.0241498
69 0.940228 1.36726 0.0246027
70 0.924142 1.36093 0.0250524
71 0.908104 1.35455 0.0254985
72 0.89213 1.34813 0.0259406
73 0.876239 1.34166 0.0263783
74 0.860446 1.33516 0.0268115
75 0.844769 1.32862 0.0272396
76 0.829224 1.32205 0.0276624
77 0.81383 1.31545 0.0280795
78 0.798603 1.30883 0.0284907
79 0.783561 1.30218 0.0288954
80 0.768719 1.29551 0.0292936
81 0.754095 1.28882 0.0296847
82 0.739705 1.28213 0.0300685
83 0.725565 1.27542 0.0304448
84 0.711691 1.26871 0.0308132
85 0.698098 1.262 0.0311733
86 0.6848 1.25529 0.0315251
