-0.791301	-0.65448
-0.791301	-0.65448
-0.791301	-0.65448
-0.7904	-0.654264
-0.7904	-0.654264
-0.7904	-0.654264
-0.789674	-0.655048
-0.789674	-0.655048
-0.789674	-0.655048
-0.790624	-0.6536
-0.788992	-0.654723
-0.790161	-0.656469
-0.790161	-0.656469
-0.788909	-0.657833
-0.790027	-0.657194
-0.790027	-0.657194
-0.789673	-0.658127
-0.789673	-0.658127
-0.789673	-0.658127
-0.787791	-0.657622
-0.787791	-0.657622
-0.786878	-0.658836
-0.786878	-0.658836
-0.788847	-0.660076
-0.788847	-0.660076
-0.788847	-0.660076
-0.788847	-0.660076
-0.787481	-0.661396
-0.789248	-0.660809
-0.789248	-0.660809
-0.787729	-0.661132
-0.787729	-0.661132
-0.786718	-0.659776
-0.786718	-0.659776
-0.785794	-0.658602
-0.785369	-0.657524
-0.785369	-0.657524
-0.784524	-0.659191
-0.784524	-0.659191
-0.785813	-0.657704
-0.785813	-0.657704
-0.786376	-0.658492
-0.786376	-0.658492
-0.784384	-0.65651
-0.784384	-0.65651
-0.786326	-0.658033
-0.786326	-0.658033
-0.786458	-0.658367
-0.784501	-0.659344
-0.784193	-0.657972
-0.784193	-0.657972
-0.783702	-0.65804
-0.783702	-0.65804
-0.782525	-0.658569
-0.782525	-0.658569
-0.783228	-0.658731
-0.784168	-0.66014
-0.784168	-0.66014
-0.783422	-0.662064
-0.783422	-0.662064
-0.7819	-0.663445
-0.7819	-0.663445
-0.781057	-0.663295
-0.781057	-0.663295
-0.782949	-0.661712
-0.782949	-0.661712
-0.78265	-0.660956
-0.783352	-0.662639
-0.783352	-0.662639
-0.78187	-0.661758
-0.781327	-0.660534
-0.781327	-0.660534
-0.780356	-0.659307
-0.780356	-0.659307
-0.779303	-0.659882
-0.779303	-0.659882
-0.7795	-0.658233
-0.77771	-0.656884
-0.779135	-0.655433
-0.779135	-0.655433
-0.779135	-0.655433
-0.779135	-0.655433
-0.777147	-0.653536
-0.777147	-0.653536
-0.776928	-0.652986
-0.776945	-0.653045
-0.777185	-0.654203
-0.77611	-0.653783
-0.77801	-0.652348
-0.779927	-0.652062
-0.779927	-0.652062
-0.779927	-0.652062
-0.779927	-0.652062
-0.780172	-0.652899
-0.780172	-0.652899
-0.782083	-0.653214
-0.782083	-0.653214
-0.780907	-0.654034
-0.780907	-0.654034
-0.780907	-0.654034
-0.780287	-0.655934
-0.780287	-0.655934
-0.779217	-0.656938
-0.779217	-0.656938
-0.779525	-0.657287
-0.777542	-0.65723
-0.776428	-0.657395
-0.776428	-0.657395
-0.774511	-0.659203
-0.774511	-0.659203
-0.773243	-0.659863
-0.774907	-0.660842
-0.774907	-0.660842
-0.775478	-0.659774
-0.775478	-0.659774
-0.775863	-0.659164
-0.775863	-0.659164
-0.77689	-0.659748
-0.776726	-0.658577
-0.776726	-0.658577
-0.776239	-0.657321
-0.776239	-0.657321
-0.776645	-0.656436
-0.776803	-0.6566
-0.778381	-0.657354
-0.779788	-0.65773
-0.779397	-0.656526
-0.779397	-0.656526
-0.780262	-0.655231
-0.780262	-0.655231
-0.779584	-0.655039
-0.779584	-0.655039
-0.780612	-0.65626
-0.780612	-0.65626
-0.782587	-0.657721
-0.782587	-0.657721
-0.781672	-0.658413
-0.782812	-0.658777
-0.782812	-0.658777
-0.784582	-0.658725
-0.784582	-0.658725
-0.782966	-0.658425
-0.784543	-0.659257
-0.784543	-0.659257
-0.786036	-0.66099
-0.786036	-0.66099
-0.786036	-0.66099
-0.786036	-0.66099
-0.786447	-0.66245
-0.787036	-0.663107
-0.787036	-0.663107
-0.788373	-0.664357
-0.788373	-0.664357
-0.788814	-0.663531
-0.788814	-0.663531
-0.787078	-0.664422
-0.787078	-0.664422
-0.785686	-0.665123
-0.785686	-0.665123
-0.785686	-0.665123
-0.785686	-0.665123
-0.785686	-0.665123
-0.786472	-0.663774
-0.786472	-0.663774
-0.788346	-0.663382
-0.788346	-0.663382
-0.789901	-0.664371
-0.790848	-0.664668
-0.790274	-0.664023
-0.788511	-0.662933
-0.788511	-0.662933
-0.788511	-0.662933
-0.788511	-0.662933
-0.786778	-0.662136
-0.786778	-0.662136
-0.787466	-0.661105
-0.787466	-0.661105
-0.789394	-0.660065
-0.789394	-0.660065
-0.787957	-0.658309
-0.789005	-0.657135
-0.789005	-0.657135
-0.788439	-0.655262
-0.788439	-0.655262
-0.788439	-0.655262
-0.789066	-0.656495
-0.787626	-0.65611
-0.785881	-0.655113
-0.78762	-0.654077
-0.786886	-0.652705
-0.786886	-0.652705
-0.786886	-0.652705
-0.788449	-0.653575
-0.788449	-0.653575
-0.78739	-0.652937
-0.78739	-0.652937
-0.78739	-0.652937
-0.786297	-0.652895
-0.786297	-0.652895
-0.784365	-0.652415
-0.784365	-0.652415
-0.782702	-0.650589
-0.781055	-0.651361
-0.781055	-0.651361
-0.78225	-0.651588
-0.78127	-0.652744
-0.78127	-0.652744
-0.78127	-0.652744
-0.781068	-0.652348
-0.779595	-0.652502
-0.778028	-0.653492
-0.778028	-0.653492
-0.779889	-0.653727
-0.779299	-0.655594
-0.779299	-0.655594
-0.780498	-0.653859
-0.779539	-0.652484
-0.779539	-0.652484
-0.779539	-0.652484
-0.781536	-0.653588
-0.781065	-0.652467
-0.781065	-0.652467
-0.782638	-0.653459
-0.781088	-0.653895
-0.781088	-0.653895
-0.782432	-0.65214
-0.781034	-0.652526
-0.781034	-0.652526
-0.781034	-0.652526
-0.781034	-0.652526
-0.780639	-0.651605
-0.782565	-0.652702
-0.782565	-0.652702
-0.781983	-0.651584
-0.783059	-0.649786
-0.784709	-0.65
-0.786237	-0.64978
-0.786237	-0.64978
-0.784963	-0.650039
-0.786553	-0.648931
-0.785974	-0.649034
-0.785974	-0.649034
-0.785974	-0.649034
-0.786598	-0.650124
-0.785617	-0.649133
-0.785617	-0.649133
-0.784385	-0.64856
-0.784385	-0.64856
-0.784385	-0.64856
-0.786202	-0.647509
-0.786202	-0.647509
-0.78736	-0.64643
-0.78736	-0.64643
-0.787109	-0.645181
-0.788686	-0.644199
-0.787078	-0.643099
-0.787078	-0.643099
-0.786011	-0.641634
-0.786041	-0.640545
-0.784877	-0.639382
-0.78457	-0.637657
-0.78457	-0.637657
-0.784938	-0.6387
-0.784071	-0.636777
-0.784071	-0.636777
