-0.08163	0.280906	-0.279052
0.364515	-0.609365	-0.727076
0.256762	-0.562597	-1.6444
-0.0776861	-0.151169	-2.27518
-0.22239	0.827058	-2.42151
-0.607956	1.72355	-2.8166
-1.25195	1.5245	-1.8612
-1.85343	0.782409	-1.23153
-1.87314	0.671204	-1.05708
-2.44847	0.494499	-0.101151
-1.96422	-0.11821	-0.721216
-1.81965	0.200406	-0.308033
-2.6133	0.80711	-1.10249
-3.11161	0.547534	-0.215607
-3.18531	-0.424677	-0.140017
-3.50093	0.29309	-0.542547
-3.12895	0.1601	-1.48418
-3.41031	0.94092	-1.82318
-2.72538	1.21178	-0.893248
-2.53198	0.583103	-1.18727
-2.22343	1.33604	-0.808076
-2.53392	0.455638	-0.47548
-2.64341	0.26947	0.0314671
-2.36174	-0.672331	-0.255073
-2.98021	-1.03613	0.606867
-2.96784	-0.090145	0.619937
-3.25238	-0.938632	0.937885
-3.16797	-1.64834	0.819779
-3.01359	-1.11338	1.09706
-3.74759	-0.753745	0.199059
-3.55334	-0.135822	0.498946
-4.01267	0.290219	-0.234232
-4.1683	0.912317	-0.476915
-4.36874	1.3939	-0.861166
-4.15553	1.19839	-1.5982
-3.43052	1.57711	-0.711848
-3.12926	1.02157	-1.18856
-3.28282	1.89999	-1.36077
-2.54868	1.32254	-2.14676
-2.79779	1.09632	-1.40646
-2.49908	2.04917	-1.10733
-2.89538	2.88762	-1.53466
-2.41638	2.10503	-2.05671
-2.27666	1.47366	-2.27278
-1.59836	0.959686	-3.06981
-0.776395	0.409022	-3.9006
0.126938	0.829574	-2.99403
-0.231321	0.552977	-2.20249
-0.0339811	0.713442	-1.42662
-0.0356881	0.714773	-2.21532
-0.674901	1.02449	-3.11525
-0.964111	0.0783968	-2.82291
-1.58986	-0.46579	-2.06834
-1.55097	-0.531493	-2.57766
-1.63081	-0.0741839	-2.74964
-1.4303	0.726487	-2.50671
-2.25275	0.378381	-1.5858
-2.32356	1.11404	-1.68161
-2.8357	0.261336	-1.16674
-2.83029	0.164477	-1.22245
-2.3333	-0.702989	-1.71957
-2.34228	-1.21158	-1.70191
-2.33789	-1.46318	-1.71935
-2.66834	-2.32271	-1.3605
-2.90968	-2.54592	-0.626364
-2.90576	-2.5388	-0.144073
-2.47846	-2.9568	-0.858915
-3.27934	-2.37792	-1.66937
-3.15007	-3.05529	-1.85683
-2.45676	-3.16841	-2.84378
-1.98596	-2.42714	-2.30764
-1.94882	-2.84714	-2.39572
-1.96806	-3.07832	-2.3128
