1	2.30763	2.30763	0
2	2.49592	2.40178	0.0665726
3	2.49083	2.43146	0.0505685
4	2.3263	2.40517	0.0442354
5	2.34348	2.39283	0.0370688
6	2.25129	2.36924	0.037656
7	2.3317	2.36388	0.0326563
8	2.4623	2.37618	0.0308048
9	2.47918	2.38763	0.029431
10	2.41696	2.39056	0.0266337
11	2.424	2.3936	0.0243853
12	2.22615	2.37965	0.0260413
13	2.45682	2.38558	0.0247054
14	2.35246	2.38322	0.0230538
15	2.51148	2.39177	0.0230483
16	2.15058	2.37669	0.0260755
17	2.46726	2.38202	0.02508
18	2.18366	2.371	0.0259951
19	2.39615	2.37232	0.0246606
20	2.37371	2.37239	0.0234277
21	2.28194	2.36809	0.0227046
22	2.36952	2.36815	0.0216727
23	2.27453	2.36408	0.0211092
24	2.4689	2.36845	0.0206765
25	2.20894	2.36207	0.0208105
26	2.24938	2.35773	0.0204565
27	2.31199	2.35604	0.0197689
28	2.54059	2.36263	0.0201317
29	2.46785	2.36626	0.0197617
30	2.43518	2.36856	0.0192361
31	2.30393	2.36647	0.0187282
32	2.21611	2.36177	0.0187231
33	2.25025	2.35839	0.0184582
34	2.34953	2.35813	0.0179172
35	2.29616	2.35636	0.0174925
36	2.27977	2.35423	0.0171355
37	2.26809	2.35191	0.0168298
38	2.52063	2.35635	0.0169625
39	2.13328	2.35063	0.0174653
40	2.29108	2.34914	0.017092
41	2.35084	2.34918	0.0166751
42	2.19087	2.34541	0.0166987
43	2.25999	2.34342	0.0164281
44	2.2595	2.34152	0.0161651
45	2.10807	2.33633	0.0166174
46	2.40189	2.33775	0.0163172
47	2.25427	2.33598	0.0160664
48	2.49033	2.33919	0.0160502
49	2.36198	2.33966	0.0157294
50	2.4346	2.34156	0.015529
