1	-1	-1	0
2	-1	-1	0
3	-1	-1	0
4	-1	-1	0
5	-1	-1	0
6	-1	-1	0
7	-1	-1	0
8	-1	-1	0
9	-1	-1	0
10	-1	-1	0
11	-1	-1	0
12	-1	-1	0
13	-1	-1	0
14	-1	-1	0
15	-1	-1	0
16	-1	-1	0
17	-1	-1	0
18	-1	-1	0
19	-1	-1	0
20	-1	-1	0
21	-1	-1	0
22	-1	-1	0
23	-1	-1	0
24	-1	-1	0
25	-1	-1	0
26	-1	-1	0
27	-1	-1	0
28	-1	-1	0
29	-1	-1	0
30	-1	-1	0
31	-1	-1	0
32	-1	-1	0
33	-1	-1	0
34	-1	-1	0
35	-1	-1	0
36	-1	-1	0
37	-1	-1	0
38	-1	-1	0
39	-1	-1	0
40	-1	-1	0
41	-1	-1	0
42	-1	-1	0
43	-0.92	-0.99814	0.00186047
44	-0.92	-0.996364	0.00254122
45	-1	-0.996444	0.00248542
46	-1	-0.996522	0.00243202
47	-1	-0.996596	0.00238086
48	-1	-0.996667	0.00233181
49	-1	-0.996735	0.00228474
50	-1	-0.9968	0.00223953
51	-1	-0.996863	0.00219608
52	-1	-0.996923	0.00215428
53	-1	-0.996981	0.00211404
54	-1	-0.997037	0.00207527
55	-1	-0.997091	0.0020379
56	-1	-0.997143	0.00200185
57	-1	-0.997193	0.00196706
58	-1	-0.997241	0.00193345
59	-1	-0.997288	0.00190097
60	-1	-0.997333	0.00186957
61	-0.92	-0.996066	0.00223336
62	-0.92	-0.994839	0.00251639
63	-0.92	-0.993651	0.00274633
64	-0.92	-0.9925	0.00293785
65	-1	-0.992615	0.0028946
66	-1	-0.992727	0.0028526
67	-1	-0.992836	0.0028118
68	-1	-0.992941	0.00277214
69	-1	-0.993043	0.00273358
70	-1	-0.993143	0.00269608
71	-1	-0.993239	0.00265959
72	-1	-0.993333	0.00262407
73	-1	-0.993425	0.00258949
74	-1	-0.993514	0.0025558
75	-1	-0.9936	0.00252298
76	-1	-0.993684	0.00249098
77	-1	-0.993766	0.00245979
78	-1	-0.993846	0.00242936
79	-1	-0.993924	0.00239968
80	-1	-0.994	0.00237071
81	-1	-0.994074	0.00234243
82	-1	-0.994146	0.00231481
83	-1	-0.994217	0.00228784
84	-1	-0.994286	0.00226149
85	-1	-0.994353	0.00223574
86	-1	-0.994419	0.00221056
87	-1	-0.994483	0.00218595
88	-1	-0.994545	0.00216187
89	-1	-0.994607	0.00213832
90	-1	-0.994667	0.00211528
91	-1	-0.994725	0.00209273
92	-1	-0.994783	0.00207065
93	-1	-0.994839	0.00204903
94	-1	-0.994894	0.00202786
95	-1	-0.994947	0.00200712
96	-1	-0.995	0.0019868
97	-1	-0.995052	0.00196688
98	-1	-0.995102	0.00194737
99	-1	-0.995152	0.00192823
100	-1	-0.9952	0.00190947
101	-1	-0.995248	0.00189106
102	-1	-0.995294	0.00187301
103	-1	-0.99534	0.0018553
104	-1	-0.995385	0.00183792
105	-1	-0.995429	0.00182086
106	-1	-0.995472	0.00180412
107	-1	-0.995514	0.00178768
108	-1	-0.995556	0.00177154
109	-1	-0.995596	0.00175568
110	-1	-0.995636	0.00174011
111	-1	-0.995676	0.00172481
112	-1	-0.995714	0.00170978
113	-1	-0.995752	0.001695
114	-1	-0.995789	0.00168048
115	-1	-0.995826	0.00166621
116	-1	-0.995862	0.00165217
117	-1	-0.995897	0.00163837
118	-1	-0.995932	0.0016248
119	-1	-0.995966	0.00161145
120	-1	-0.996	0.00159832
121	-1	-0.996033	0.0015854
122	-1	-0.996066	0.00157269
123	-1	-0.996098	0.00156018
124	-1	-0.996129	0.00154786
125	-1	-0.99616	0.00153574
126	-1	-0.99619	0.00152381
127	-1	-0.99622	0.00151206
128	-1	-0.99625	0.00150049
129	-1	-0.996279	0.0014891
130	-1	-0.996308	0.00147788
131	-1	-0.996336	0.00146682
132	-1	-0.996364	0.00145593
133	-1	-0.996391	0.0014452
134	-1	-0.996418	0.00143463
135	-1	-0.996444	0.00142421
136	-1	-0.996471	0.00141394
137	-1	-0.996496	0.00140382
138	-1	-0.996522	0.00139384
139	-1	-0.996547	0.001384
140	-1	-0.996571	0.0013743
141	-1	-0.996596	0.00136474
142	-1	-0.99662	0.00135531
143	-1	-0.996643	0.001346
144	-1	-0.996667	0.00133683
145	-1	-0.99669	0.00132777
146	-1	-0.996712	0.00131884
147	-1	-0.996735	0.00131003
148	-1	-0.996757	0.00130134
149	-1	-0.996779	0.00129276
150	-1	-0.9968	0.00128429
151	-1	-0.996821	0.00127593
152	-1	-0.996842	0.00126768
153	-1	-0.996863	0.00125954
154	-1	-0.996883	0.0012515
155	-1	-0.996903	0.00124356
156	-1	-0.996923	0.00123572
157	-1	-0.996943	0.00122798
158	-1	-0.996962	0.00122034
159	-1	-0.996981	0.00121279
160	-1	-0.997	0.00120533
161	-1	-0.997019	0.00119797
162	-1	-0.997037	0.00119069
163	-1	-0.997055	0.00118351
164	-1	-0.997073	0.0011764
165	-1	-0.997091	0.00116939
166	-1	-0.997108	0.00116245
167	-1	-0.997126	0.0011556
168	-1	-0.997143	0.00114883
169	-1	-0.99716	0.00114214
170	-1	-0.997176	0.00113552
171	-1	-0.997193	0.00112898
172	-1	-0.997209	0.00112252
173	-1	-0.997225	0.00111613
174	-1	-0.997241	0.00110981
175	-1	-0.997257	0.00110356
176	-1	-0.997273	0.00109738
177	-1	-0.997288	0.00109127
178	-1	-0.997303	0.00108523
179	-1	-0.997318	0.00107926
180	-1	-0.997333	0.00107335
181	-1	-0.997348	0.0010675
182	-1	-0.997363	0.00106172
183	-1	-0.997377	0.001056
184	-1	-0.997391	0.00105035
185	-1	-0.997405	0.00104475
186	-1	-0.997419	0.00103921
187	-1	-0.997433	0.00103373
188	-1	-0.997447	0.00102831
