0	869.567	1043.09
1	803.649	949.97
2	747.698	865.802
3	711.299	808.321
4	652.303	760.314
5	612.692	709.834
6	561.179	664.614
7	535.835	616.141
8	529.021	580.843
9	491.012	562.811
10	490.02	541.16
11	467.417	515.841
12	455.879	492.68
13	424.962	477.244
14	420.581	458.672
15	415.767	436.685
16	402.808	429.243
17	397.511	425.787
18	392.839	418.453
19	389.711	409.638
20	382.239	404.267
21	378.169	395.223
22	376.789	391.834
23	367.334	393.806
24	366.398	391.634
25	363.175	386.038
26	358.526	378.153
27	354.879	374.671
28	348.741	369.415
29	344.85	363.917
30	341.885	360.232
31	338.88	353.873
32	337.622	351.889
33	336.901	347.299
34	321.188	343.075
35	320.726	336.547
36	318.271	329.256
37	314.193	329.505
38	310.178	329.326
39	305.66	323.367
40	301.464	316.713
41	301.464	311.063
42	300.177	307.421
43	298.905	304.46
44	298.905	302.757
45	298.905	300.902
46	298.061	300.604
47	297.373	300.042
48	296.282	299.225
49	293.913	299.472
50	292.55	298.059
51	292.003	296.382
52	291.436	295.187
53	291.436	293.476
54	291.436	293.176
55	291.436	292.97
56	291.436	292.589
57	290.102	292.896
58	289.776	292.489
59	287.758	291.479
60	287.758	290.744
61	286.87	289.452
62	286.545	288.963
63	286.545	287.836
64	286.545	288.034
65	280.951	287.897
66	279.545	286.813
67	279.545	284.977
68	279.545	282.396
69	279.34	281.859
70	279.34	280.843
71	279.34	281.455
72	279.34	280.323
73	279.34	280.287
74	279.34	280.195
75	279.34	280.168
76	279.34	280.065
77	278.775	280.066
78	278.775	280.031
79	278.775	280.236
80	278.775	280.599
81	278.775	280.28
82	278.775	280.981
83	278.775	280.05
84	278.775	279.954
85	278.775	280.351
86	278.775	280.16
87	278.775	280.534
88	278.775	280.12
89	277.755	279.613
90	277.755	281.401
91	277.423	282.445
92	277.423	282.371
93	277.423	282.818
94	277.423	283.063
95	277.423	280.241
96	277.423	280.397
97	277.423	279.591
98	277.423	278.99
99	277.423	278.586
100	277.057	278.919
101	277.057	279.364
102	277.057	279.115
103	277.057	278.777
104	277.057	278.571
105	277.057	278.106
106	277.057	277.63
107	277.057	277.835
