0	818.909	1045.79
1	754.156	950.169
2	682.666	845.973
3	667.051	768.475
4	646.682	709.774
5	611.475	676.47
6	575.982	649.683
7	538.393	611.592
8	496.943	577.8
9	478.557	543.851
10	465.204	512.87
11	460.546	489.513
12	450.503	476.046
13	445.962	467.473
14	435.756	461.424
15	430.353	451.887
16	419.163	441.378
17	410.317	433.287
18	400.449	423.776
19	388.71	414.038
20	373.96	404.416
21	369.007	392.088
22	364.049	382.176
23	362.546	375.038
24	354.743	369.309
25	353.183	364.506
26	349.462	359.5
27	347.31	356.466
28	345.02	352.784
29	332.896	350.754
30	332.896	346.109
31	332.896	343.19
32	329.522	338.343
33	329.345	335.573
34	328.617	333.267
35	322.405	331.86
36	318.127	330.214
37	316.615	326.91
38	315.516	323.106
39	313.377	321.075
40	313.083	320.555
41	311.874	322.302
42	310.774	322.278
43	310.774	321.13
44	307.969	316.962
45	305.757	314.86
46	302.421	313.502
47	302.421	312.051
48	302.421	308.1
49	302.421	306.067
50	300.403	304.337
51	296.748	303.736
52	296.748	303.092
53	296.748	300.695
54	290.616	298.818
55	290.512	297.344
56	289.251	296.747
57	288.242	297.305
58	287.557	295.545
59	287.557	293.681
60	287.557	292.454
61	287.29	290.136
62	287.29	289.865
63	287.29	288.908
64	284.198	288.605
65	284.198	288.464
66	282.753	287.307
67	282.753	287.042
68	282.753	287.787
69	282.03	286.439
70	280.152	284.834
71	278.738	283.913
72	278.738	282.599
73	278.738	280.97
74	278.738	279.847
75	278.086	279.67
76	278.086	279.8
77	278.086	279.82
78	278.086	279.848
79	278.086	279.715
80	278.086	279.217
81	278.086	278.795
82	278.086	278.813
83	278.086	279.994
84	278.086	279.482
85	278.086	279.045
86	278.086	279.028
87	278.086	278.91
88	278.086	278.777
89	278.086	278.966
90	278.086	278.87
91	278.086	279.413
92	278.086	279.961
93	278.086	279.455
94	278.086	279.34
95	278.086	279.385
96	278.086	278.835
97	278.086	278.601
98	278.086	279.358
99	278.086	279.222
100	278.086	279.17
101	274.512	277.907
102	274.512	278.105
103	274.512	277.7
104	274.512	277.315
105	274.477	277.052
106	274.248	276.986
107	274.248	278.495
108	274.248	277.8
109	272.306	276.963
110	272.306	276.085
111	272.306	274.521
112	272.306	273.317
113	272.306	273.397
114	272.306	272.82
115	272.306	273.257
116	272.306	273.124
117	272.306	272.92
118	272.306	273.153
119	272.306	273.792
120	272.306	273.611
121	272.306	272.992
122	272.306	273.126
123	272.306	273.153
124	272.306	273.997
125	272.306	274.455
126	272.306	274.388
127	272.306	273.923
128	272.306	273.456
129	272.306	273.895
130	272.306	273.828
131	272.306	273.833
132	272.306	273.311
133	272.306	273.694
134	272.306	273.393
135	272.306	273.793
136	272.306	273.716
137	272.306	273.001
