0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000110461 0.00388274 0.0474482 0.291892 1.01818 2.24701 3.61983 4.6328 4.89308 4.47174 3.65418 2.70165 1.81892 1.12183 0.653374 0.346567 0.181159 0.0944059 0.0524199 0.0422927 0.0599969 0.104185 0.184466 0.302082 0.447374 0.623719 0.807783 0.923957 0.972071 0.932378 0.800146 0.644608 0.463338 0.32038 0.219718 0.193513 0.253678 0.430083 0.754068 1.19215 1.73504 2.23377 2.59947 2.70894 2.563 2.17482 1.69196 1.19974 0.793 0.541683 0.435526 0.460469 0.591498 0.760196 0.922744 1.01946 1.02203 0.912618 0.778415 0.648913 0.566043 0.571123 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00353294 0.0535373 0.301494 1.06012 2.28454 3.61713 4.57163 4.86304 4.44327 3.62334 2.67269 1.83238 1.14219 0.673473 0.365463 0.189795 0.097489 0.0529158 0.0438609 0.0643827 0.110799 0.193875 0.30354 0.457909 0.627224 0.790033 0.904684 0.950127 0.919992 0.809963 0.638586 0.475812 0.326166 0.230984 0.202727 0.267661 0.448783 0.764662 1.21424 1.72828 2.21999 2.56778 2.66985 2.53943 2.1595 1.68943 1.19956 0.818735 0.567924 0.452007 0.482606 0.589685 0.754172 0.905502 1.00528 1.00718 0.915975 0.777988 0.656118 0.57897 0.587166 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00332306 0.0466829 0.293445 1.01628 2.21834 3.64582 4.61861 4.89465 4.46502 3.66905 2.71533 1.82117 1.11823 0.65486 0.354461 0.182721 0.0869994 0.0458375 0.0407409 0.0617672 0.104309 0.183527 0.301534 0.444706 0.633775 0.802968 0.922074 0.969713 0.927982 0.80531 0.64706 0.465216 0.315298 0.2206 0.190654 0.254779 0.424913 0.742252 1.19599 1.73376 2.24438 2.58809 2.72058 2.56325 2.17803 1.69564 1.20216 0.804824 0.541997 0.43331 0.461845 0.580069 0.758038 0.920639 1.01004 1.01856 0.917016 0.782641 0.652254 0.569227 0.572921 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000110461 0.00255351 0.044254 0.286695 0.997123 2.22282 3.61297 4.62969 4.91502 4.51625 3.69796 2.69724 1.81509 1.11194 0.645889 0.343592 0.177245 0.0885232 0.0464017 0.0374559 0.0574293 0.100115 0.17549 0.295603 0.4494 0.637931 0.80613 0.932099 0.982512 0.93384 0.80866 0.640778 0.468323 0.30665 0.213643 0.183047 0.251052 0.424214 0.732077 1.18313 1.7261 2.24644 2.62812 2.73707 2.57649 2.18578 1.69836 1.19385 0.788747 0.532152 0.422265 0.452872 0.581062 0.754603 0.916251 1.02175 1.02997 0.922211 0.780391 0.647971 0.568214 0.563786 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00297327 0.0469824 0.307103 1.02392 2.24122 3.59163 4.59275 4.91524 4.49422 3.64367 2.71067 1.82085 1.13208 0.64787 0.351925 0.188087 0.0899053 0.051719 0.0425403 0.0626443 0.10844 0.185137 0.304261 0.44968 0.628551 0.791515 0.921362 0.969911 0.915847 0.80438 0.640574 0.470014 0.317807 0.222656 0.198454 0.257828 0.438643 0.756595 1.20174 1.72988 2.23487 2.58328 2.6994 2.54434 2.18604 1.69083 1.19675 0.809245 0.548498 0.437965 0.461007 0.594877 0.756441 0.915791 1.01596 1.01721 0.914245 0.782002 0.658714 0.575263 0.580766 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00314817 0.0477144 0.288438 1.00081 2.24012 3.64055 4.62093 4.88263 4.48082 3.66749 2.68913 1.82973 1.13338 0.654167 0.356787 0.176565 0.0883638 0.0484705 0.0436793 0.0639999 0.11103 0.192638 0.304939 0.449023 0.628767 0.790427 0.916082 0.957458 0.923837 0.802495 0.643332 0.465128 0.319397 0.223113 0.192119 0.25711 0.437772 0.753163 1.20055 1.7145 2.23441 2.58617 2.71497 2.57068 2.18523 1.69385 1.20338 0.799156 0.541063 0.436913 0.460912 0.581155 0.762862 0.923491 1.01454 1.01555 0.915275 0.784101 0.658128 0.577575 0.583191 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000220922 0.00279837 0.0482801 0.299529 1.02664 2.26746 3.61423 4.62001 4.86986 4.44543 3.62074 2.71708 1.84362 1.13593 0.659414 0.356139 0.181876 0.0884701 0.0505051 0.0442736 0.0607625 0.108533 0.187747 0.303799 0.451999 0.624747 0.798626 0.914072 0.966011 0.92228 0.816628 0.639704 0.465556 0.317305 0.221275 0.195584 0.260276 0.439295 0.755411 1.19994 1.72116 2.22861 2.58782 2.70914 2.5437 2.175 1.69495 1.21305 0.809558 0.550216 0.438474 0.463862 0.582555 0.754538 0.906995 1.01367 1.01866 0.922684 0.779998 0.659242 0.577558 0.573571 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.36405e-05 0.00391772 0.0463502 0.294269 0.984462 2.2353 3.63212 4.62278 4.89889 4.52116 3.66849 2.68525 1.79915 1.13463 0.65686 0.350705 0.181086 0.0879562 0.048026 0.0398165 0.0612728 0.106405 0.183154 0.294896 0.443895 0.632408 0.806484 0.92355 0.96938 0.929575 0.817605 0.635411 0.464304 0.313942 0.221878 0.191735 0.257356 0.433636 0.737924 1.19257 1.7149 2.23216 2.60357 2.73592 2.56964 2.18567 1.69265 1.19553 0.797428 0.537969 0.425081 0.461211 0.583028 0.758371 0.923944 1.02007 1.02131 0.919266 0.780689 0.648632 0.571584 0.565048 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00304323 0.0454518 0.293413 1.00951 2.25376 3.60511 4.63251 4.88296 4.50636 3.66457 2.67857 1.81115 1.11782 0.656602 0.356082 0.18443 0.0922088 0.0491715 0.047245 0.0654991 0.108795 0.185898 0.303107 0.447919 0.627779 0.794598 0.919644 0.968158 0.930821 0.796551 0.642767 0.464579 0.321095 0.22005 0.193927 0.261191 0.439055 0.744462 1.19432 1.7373 2.23781 2.60552 2.70645 2.54562 2.17576 1.6777 1.19644 0.804153 0.543252 0.443422 0.465981 0.590019 0.758625 0.923133 1.01415 1.01505 0.919943 0.779394 0.656681 0.575252 0.573582 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000147281 0.00416258 0.0495777 0.302603 1.01528 2.26458 3.63091 4.61671 4.86042 4.4598 3.65088 2.70864 1.79902 1.1298 0.661097 0.360067 0.186084 0.0931301 0.0527961 0.0478558 0.0646857 0.108178 0.188254 0.301851 0.445782 0.625762 0.789115 0.918232 0.966801 0.93487 0.80581 0.64419 0.464612 0.315992 0.220538 0.200131 0.264298 0.442971 0.756614 1.20405 1.72642 2.23533 2.58312 2.69398 2.52989 2.16966 1.68843 1.21388 0.814883 0.552383 0.434537 0.474566 0.594803 0.757615 0.910006 1.00865 1.01638 0.910607 0.781756 0.657996 0.573812 0.582006 
